0.0125 -0.99782858 -14.9012700056455 1.e-8
0.0125 -0.98695326 -14.901270005523001 1.e-8
0.0125 -0.96507875 -14.90127000528075 1.e-8
0.0125 -0.93253168 -14.90127000493075 1.e-8
0.0125 -0.89040886 -14.90127000449525 1.e-8
0.0125 -0.83970478 -14.90127500399775 1.e-8
0.0125 -0.78137857 -14.90127500346175 1.e-8
0.0125 -0.7166977 -14.90127500291225 1.e-8
0.0125 -0.64719643 -14.901280002374751 1.e-8
0.0125 -0.57443717 -14.901280001870777 1.e-8
0.0125 -0.5 -14.901280001417327 1.e-8
0.0125 -0.42556283 -14.901285001026727 1.e-8
0.0125 -0.35280357 -14.901285000705652 1.e-8
0.0125 -0.2833023 -14.901285000455001 1.e-8
0.0125 -0.21862143 -14.901285000270951 1.e-8
0.0125 -0.16029522 -14.90128500014567 1.e-8
0.0125 -0.10959114 -14.90128500006809 1.e-8
0.0125 -0.067468317 -14.901285000025807 1.e-8
0.0125 -0.034921254 -14.901285000006915 1.e-8
0.0125 -0.013046736 -14.901285000000966 1.e-8
0.0125 -0.0021714185 -14.901285000000028 1.e-8
0.0125 0.0021714185 -14.901285000000028 1.e-8
0.0125 0.013046736 -14.901285000000966 1.e-8
0.0125 0.034921254 -14.901285000006915 1.e-8
0.0125 0.067468317 -14.901285000025807 1.e-8
0.0125 0.10959114 -14.90128500006809 1.e-8
0.0125 0.16029522 -14.90128500014567 1.e-8
0.0125 0.21862143 -14.901285000270951 1.e-8
0.0125 0.2833023 -14.901285000455001 1.e-8
0.0125 0.35280357 -14.901285000705652 1.e-8
0.0125 0.42556283 -14.901285001026727 1.e-8
0.0125 0.5 -14.901280001417327 1.e-8
0.0125 0.57443717 -14.901280001870777 1.e-8
0.0125 0.64719643 -14.901280002374751 1.e-8
0.0125 0.7166977 -14.90127500291225 1.e-8
0.0125 0.78137857 -14.90127500346175 1.e-8
0.0125 0.83970478 -14.90127500399775 1.e-8
0.0125 0.89040886 -14.90127000449525 1.e-8
0.0125 0.93253168 -14.90127000493075 1.e-8
0.0125 0.96507875 -14.90127000528075 1.e-8
0.0125 0.98695326 -14.901270005523001 1.e-8
0.0125 0.99782858 -14.9012700056455 1.e-8
0.025 -0.99782858 -4.4632950450674995 1.e-8
0.025 -0.98695326 -4.46330004409 1.e-8
0.025 -0.96507875 -4.463300042155001 1.e-8
0.025 -0.93253168 -4.4633050393575004 1.e-8
0.025 -0.89040886 -4.46341003588 1.e-8
0.025 -0.83970478 -4.463415031909999 1.e-8
0.025 -0.78137857 -4.4634250276275 1.e-8
0.025 -0.7166977 -4.463530023242501 1.e-8
0.025 -0.64719643 -4.463535018952 1.e-8
0.025 -0.57443717 -4.463645014929501 1.e-8
0.025 -0.5 -4.4636500113105 1.e-8
0.025 -0.42556283 -4.463655008193 1.e-8
0.025 -0.35280357 -4.46365500563075 1.e-8
0.025 -0.2833023 -4.46376000363075 1.e-8
0.025 -0.21862143 -4.463760002162075 1.e-8
0.025 -0.16029522 -4.463765001162299 1.e-8
0.025 -0.10959114 -4.463765000543274 1.e-8
0.025 -0.067468317 -4.463765000205907 1.e-8
0.025 -0.034921254 -4.463765000055162 1.e-8
0.025 -0.013046736 -4.463765000007699 1.e-8
0.025 -0.0021714185 -4.463765000000213 1.e-8
0.025 0.0021714185 -4.463765000000213 1.e-8
0.025 0.013046736 -4.463765000007699 1.e-8
0.025 0.034921254 -4.463765000055162 1.e-8
0.025 0.067468317 -4.463765000205907 1.e-8
0.025 0.10959114 -4.463765000543274 1.e-8
0.025 0.16029522 -4.463765001162299 1.e-8
0.025 0.21862143 -4.463760002162075 1.e-8
0.025 0.2833023 -4.46376000363075 1.e-8
0.025 0.35280357 -4.46365500563075 1.e-8
0.025 0.42556283 -4.463655008193 1.e-8
0.025 0.5 -4.4636500113105 1.e-8
0.025 0.57443717 -4.463645014929501 1.e-8
0.025 0.64719643 -4.463535018952 1.e-8
0.025 0.7166977 -4.463530023242501 1.e-8
0.025 0.78137857 -4.4634250276275 1.e-8
0.025 0.83970478 -4.463415031909999 1.e-8
0.025 0.89040886 -4.46341003588 1.e-8
0.025 0.93253168 -4.4633050393575004 1.e-8
0.025 0.96507875 -4.463300042155001 1.e-8
0.025 0.98695326 -4.46330004409 1.e-8
0.025 0.99782858 -4.4632950450674995 1.e-8
0.0375 -0.99782858 -1.9604501515550001 1.e-8
0.0375 -0.98695326 -1.960550148265 1.e-8
0.0375 -0.96507875 -1.9605601417575 1.e-8
0.0375 -0.93253168 -1.960570132345 1.e-8
0.0375 -0.89040886 -1.960680120645 1.e-8
