0.0125 -0.99782858 -2.773231 1.e-8
0.0125 -0.98695326 -2.773231 1.e-8
0.0125 -0.96507875 -2.773231 1.e-8
0.0125 -0.93253168 -2.773236 1.e-8
0.0125 -0.89040886 -2.7732409999999996 1.e-8
0.0125 -0.83970478 -2.773246 1.e-8
0.0125 -0.78137857 -2.77325075 1.e-8
0.0125 -0.7166977 -2.7731557500000004 1.e-8
0.0125 -0.64719643 -2.77316075 1.e-8
0.0125 -0.57443717 -2.77316575 1.e-8
0.0125 -0.5 -2.77316575 1.e-8
0.0125 -0.42556283 -2.7731707500000002 1.e-8
0.0125 -0.35280357 -2.7731755 1.e-8
0.0125 -0.2833023 -2.7731805 1.e-8
0.0125 -0.21862143 -2.7731805 1.e-8
0.0125 -0.16029522 -2.7731855 1.e-8
0.0125 -0.10959114 -2.7731855 1.e-8
0.0125 -0.067468317 -2.7731855 1.e-8
0.0125 -0.034921254 -2.7731904999999997 1.e-8
0.0125 -0.013046736 -2.7731904999999997 1.e-8
0.0125 -0.0021714185 -2.7731904999999997 1.e-8
0.0125 0.0021714185 -2.7731904999999997 1.e-8
0.0125 0.013046736 -2.7731904999999997 1.e-8
0.0125 0.034921254 -2.7731904999999997 1.e-8
0.0125 0.067468317 -2.7731904999999997 1.e-8
0.0125 0.10959114 -2.7732904999999994 1.e-8
0.0125 0.16029522 -2.7732904999999994 1.e-8
0.0125 0.21862143 -2.7732954999999997 1.e-8
0.0125 0.2833023 -2.7732954999999997 1.e-8
0.0125 0.35280357 -2.7732954999999997 1.e-8
0.0125 0.42556283 -2.77339575 1.e-8
0.0125 0.5 -2.77339575 1.e-8
0.0125 0.57443717 -2.77349075 1.e-8
0.0125 0.64719643 -2.77349075 1.e-8
0.0125 0.7166977 -2.77349075 1.e-8
0.0125 0.78137857 -2.77358575 1.e-8
0.0125 0.83970478 -2.773586 1.e-8
0.0125 0.89040886 -2.773686 1.e-8
0.0125 0.93253168 -2.7736810000000003 1.e-8
0.0125 0.96507875 -2.7736810000000003 1.e-8
0.0125 0.98695326 -2.773781 1.e-8
0.0125 0.99782858 -2.773781 1.e-8
0.025 -0.99782858 -1.0293617499999999 1.e-8
0.025 -0.98695326 -1.0293665 1.e-8
0.025 -0.96507875 -1.0293715 1.e-8
0.025 -0.93253168 -1.02938125 1.e-8
0.025 -0.89040886 -1.029296 1.e-8
0.025 -0.83970478 -1.0293104999999998 1.e-8
0.025 -0.78137857 -1.0293252499999999 1.e-8
0.025 -0.7166977 -1.029345 1.e-8
0.025 -0.64719643 -1.0293595 1.e-8
0.025 -0.57443717 -1.0293792499999999 1.e-8
0.025 -0.5 -1.029394 1.e-8
0.025 -0.42556283 -1.02940875 1.e-8
0.025 -0.35280357 -1.0294234999999998 1.e-8
0.025 -0.2833023 -1.0294382499999999 1.e-8
0.025 -0.21862143 -1.02944825 1.e-8
0.025 -0.16029522 -1.029453 1.e-8
0.025 -0.10959114 -1.029463 1.e-8
0.025 -0.067468317 -1.029568 1.e-8
0.025 -0.034921254 -1.029568 1.e-8
0.025 -0.013046736 -1.029573 1.e-8
0.025 -0.0021714185 -1.029573 1.e-8
0.025 0.0021714185 -1.029573 1.e-8
0.025 0.013046736 -1.029573 1.e-8
0.025 0.034921254 -1.0295779999999999 1.e-8
0.025 0.067468317 -1.0295779999999999 1.e-8
0.025 0.10959114 -1.029683 1.e-8
0.025 0.16029522 -1.029688 1.e-8
0.025 0.21862143 -1.02969325 1.e-8
0.025 0.2833023 -1.02979325 1.e-8
0.025 0.35280357 -1.0298934999999998 1.e-8
0.025 0.42556283 -1.0298987499999999 1.e-8
0.025 0.5 -1.029999 1.e-8
0.025 0.57443717 -1.03009425 1.e-8
0.025 0.64719643 -1.0301945000000001 1.e-8
0.025 0.7166977 -1.0302900000000002 1.e-8
0.025 0.78137857 -1.03038525 1.e-8
0.025 0.83970478 -1.0303805000000001 1.e-8
